OBJECTID,label,GlobalID,value,SHAPElen
51,SG,{CB9C096F-AE6E-4166-A207-F58A82D40932},52200.5733,941.704338140701
52,SG,{711E58F8-FB12-4F45-B84C-2483FB968606},75718.2056,1201.02467001828
53,SG,{C004D582-E637-4AB3-980F-B43E42C838A1},219948.88765,2952.1414532401
54,S,{39197744-0947-4BD7-A5D3-ABAD2EEA7673},5965944.03875,18992.3258568933
55,SG,{E1332D2A-D815-4E71-9643-22F9ABD7C0C4},441203.91155,4060.87954234766
56,SG,{52F4C450-9038-4650-83FF-7760A3B23989},102128.34515,1230.84810846479
57,S,{4ED68111-A878-4856-BF65-A527225AF75F},143308.9055,1519.28588137421
58,S,{FC3B72F6-9495-4763-86B6-B8BBEEF52E20},1778364.9823,6419.2057190762
59,S,{F97D6918-50B2-4399-9F2A-0E225795FDE5},90405.07335,1146.59939295711
60,SG,{AE25754F-D091-4E6C-9531-4D59CF6B0717},65163.2547,1072.60864543283
61,SG,{BB27EBFD-2935-472E-A8BD-2BCBF92709DD},39349.7042,810.196113746795
62,SG,{9280867C-C2DF-4856-BA07-F5DA12F233C9},81854.12145,1115.54459389816
63,SG,{10FD54FB-2C9F-4EBC-B6E6-DE7C4CE39673},137067.45595,1561.0507716414
64,SG,{4A9679FC-B4A8-4CB5-8236-E0A4195BB2F0},1662630.53715,7749.07830871513
65,SG,{F04CA231-87F5-4424-A59D-28EE0AE887F3},339841.5731,2469.59187821726
66,SG,{CFE60009-1B0B-48F7-883A-20AAB0A8BFE0},109510.6661,1387.55256101794
67,S,{A074641A-1D18-49D1-962D-A041515839F9},60665662.08625,120638.941791908
68,S,{464A7FF9-5C1F-43F4-99E7-B7CEF9762333},681838.2441,7954.46029746211
70,SG,{A418BF51-304D-4AA0-9A6A-E66CE47348DE},1309184.90475,6899.02242978827
72,S,{23140075-1765-4B1B-A7D7-3BDD762F2C8B},154688.49335,1537.70488312916
73,SG,{24F684DC-20ED-4312-9FC3-23BE0A32DDA4},203424.73785,1947.89102081193
74,S,{25F96DC9-D155-4FF0-82F3-699AF7FBF411},84420.01905,1221.1410807943
75,SG,{D23C1F45-ED8D-492E-8B08-7D38CED99FF3},63758.41785,1007.72280367521
76,S,{55F175C9-00F4-421A-86F4-80049AF40DE8},654657.682,3958.15903764476
77,SG,{320099B7-6716-40A3-ABEC-DB06825F575B},729068.2411,4008.16992064437
78,SG,{6B527C2D-6776-4AA7-9351-0B3D5D7802C3},96208.6717,1352.6597180862
80,SG,{909CB8B0-B78E-470F-AD14-C0F744DF80DA},227583.90855,2493.21603459673
81,S,{30BDB867-E7E5-4745-B863-CE92440D7442},148696.10455,1630.85213672434
82,S,{64495657-39FD-4419-9A3A-C78A1343BD8B},111953.2987,1381.45609238409
83,SG,{DB250790-9261-4E03-BC86-7F81671362EE},287227.31275,4565.35887998041
84,SG,{2305D5A6-D4FA-44CF-9EF4-05424676A0D4},578871.07935,4288.6863669952
85,S,{9FC5908F-279B-418C-A5F9-A71CE088EA52},250460.425,2182.16929037266
86,S,{A29866A5-8E93-4DF0-B57E-4E4420C868D0},739749.73655,5042.41424235652
88,S,{A56E134B-A4D8-44B2-A33F-01B0F6D24B16},189961.53245,2502.49713198721
89,S,{475AB864-55E3-45C6-9218-F3C153FA251A},54156.2504,1259.08113605
92,S,{C1949A60-99B3-457E-8606-D17A8D840741},2817848.6664,17638.9714839915
93,SG,{CA469DAF-F290-49FF-BA97-80ADDB47C232},258832.56635,2645.64816996285
95,SG,{A819E6DC-4E1D-4657-80E7-0F3E50AE8C7B},496898.52335,2929.21950795133
96,SG,{87201AE8-2A26-400D-B460-3A345F184C9C},248270.83485,2292.35229916857
97,S,{B7A0B03B-93FC-4103-B656-84F6E85A42D8},609934.7835,6554.72112956602
98,SG,{0A48AF07-B71B-41B4-BC23-462E20992AC9},232918.696,1974.47656900281
100,SG,{B6BEDB89-2D0F-43D8-95C9-7717739AABEF},325566.169,2589.70893615294
101,SG,{8DEDC551-4494-4DB7-A55E-025C956F24B1},897815.034,4369.46018356354
102,SG,{191A463E-A95F-4D9E-BF62-1C376FBB8444},2053934.3177,19697.2031121375
103,S,{C16BB4F6-CA9E-4A6B-8FCF-8E1073C03298},286315.8083,1983.19639148619
105,SG,{88049E3C-535F-44B2-9FF5-BA5C33AABDB8},39245.77755,1059.0305337406
106,S,{C8B77719-AF71-486E-AE95-8A360F2F3AA9},665233.08865,3904.54198824354
107,SG,{F5832B6C-AC97-4A43-8D60-7975B0B8845E},54558.8333,1105.52007904356
108,SG,{238E1AE4-7A25-4EF9-A9C1-4EB9A323FCBE},109527.74425,1405.43399242901
109,SG,{732C1D80-BE4A-4C7B-B3D4-D05F52AF59F7},1195024.5541,9001.87533241738
110,S,{5F414A4A-B269-4F32-9926-B0BA5AD53A02},599475.3987,4006.7523485112
111,SG,{8153893D-D83B-40B3-8800-2C1E5CB9964E},761620.9526,3715.19363205262
112,S,{154ABFDC-6CC8-4D60-8DD9-67456D686E01},2714617.2185,8509.32188189777
113,S,{316A283D-8FC9-4DB8-926F-F3BA26DB4DE5},43819.349,783.733798962998
114,SG,{D00DBF6C-7307-4CC9-B03A-020D4464C74B},226860.6221,2329.32888997741
115,S,{89B2B0F8-4CD2-4A6A-A881-95CB6F434DC2},339249.49655,3618.05443963104
116,S,{A6B9C26A-BC27-4A5D-BA43-94987E91B977},125712.0996,1680.92783273449
117,SG,{05E817E6-3A21-475F-9C90-1FDAC628E72F},199655.6511,2498.96259958879
118,S,{6D6E70AC-D30A-43DA-87AB-5955AC8FE39D},776395.21135,3956.38262586348
119,SG,{9E3A1E5B-5DEA-400A-8687-E9D359663FB7},144254.85105,2098.58005121091
120,S,{0350A477-1CC6-4A1F-987D-01119DB381DA},101334.15935,1428.09253154421
121,SG,{C7B1FDB1-AE4D-40C2-9753-4441E41DA9AF},603149.19935,3145.93744166293
122,S,{9F867AF9-45AA-4A96-801C-F765817EEA10},2136966.67785,10233.0566254165
123,SG,{B4478658-4894-496D-AD41-083BA3C3608A},297430.5176,2704.42576306858
124,S,{9C539236-1E15-4184-8173-A5755AF606CB},1615282.783,5613.08777897124
125,SG,{B5104E92-46E8-4601-9CE6-322EF9E3749D},2303219.3266,7824.98191335534
126,SG,{441034F9-0583-4C94-BF33-B0760CE4BE9E},4613932.47155,18485.3201964819
127,S,{D56D0E15-FD10-4D7E-83F9-8B972B20C75E},553117.36715,3183.31400898827
128,SG,{C78B1F4C-959C-44E3-8216-C65D28794816},1239292.3077,6120.83914140764
129,SG,{83E17628-CC43-4B3D-A8DE-CC4FF2BE6DC3},635855.7668,3676.20678361545
130,S,{79C2985C-4CF0-4F67-B096-3761A2EACAEE},4323220.86585,19237.9063601312
131,SG,{9801D949-842C-40CE-A8A2-89C8F34994F4},543887.92785,3335.93270238446
132,S,{46A83272-5871-4A0C-9B39-80F1BCB8CCC8},164002.0526,1596.85946358604
133,SG,{BE509BBB-4B33-43D2-9673-E1792936A8DC},1036916.82485,5782.13213454638
134,SG,{AEDC2776-50D2-4BD8-8C79-53EA3815508E},87066.51115,1541.91577338541
135,SG,{20D75C8D-D009-4136-920B-A67990EA96C5},250434.7999,1998.69369156741
136,SG,{683D51B7-DCC6-485A-BA78-A7384BED6183},409367.2693,2601.62515946836
137,S,{E35ADBE9-8FEE-4EDA-8683-E921BCB92C93},347146.4507,2584.77895252966
138,SG,{A40C2343-4D10-4CE6-9A81-1D847CF10399},489127.61095,4461.60001025104
139,S,{E7E5DAF0-AB03-48D8-B490-6F24C893113D},182802.51865,2375.28927339521
140,S,{2F9130F2-1439-43AC-8479-069C8F8119FF},607459.4628,3529.41219264891
141,S,{39C16A85-547D-49B5-ADFC-DDB2242D9FF8},133614.3143,2878.83742288468
142,S,{1C492C33-A6C9-470D-B573-E8B832FAA27C},868018.7559,5292.77641945049
143,SG,{602DC324-2F4F-4A02-94C1-7AD89A52C139},191510.2867,3087.4371302046
144,S,{8C01FC8D-A13C-4A4E-8D71-F1285183CCA6},462105.64965,5599.52962147846
145,S,{AF1FA1CE-4694-4770-9351-9684102141F5},173199.94605,1765.3457492456
147,S,{2C57CFE4-AAE8-416C-A6FE-025977A65CC1},535657.2992,7413.63231656265
149,SG,{9AD4113E-4482-49C0-A11C-C8E0E2B0E005},23637.75265,672.660926615508
150,S,{C890EB9C-C1CB-4983-89B3-CEC132AC3B6A},516241.53,4745.1633859631
151,SG,{75737AF3-1872-44FC-89DE-3CF53BFF5D95},262428.9145,2251.72462788713
152,SG,{80ED672E-13C8-42E5-9581-8A129EEF99B4},1599958.96545,6439.83439132808
153,SG,{E9C93943-05B6-4970-8BFE-C8A0362D53E4},149018.62755,1832.21965027744
154,S,{1F9B76A2-7100-4FB7-A118-C701723A5A5A},1029124.64585,5602.25187463539
155,SG,{830C140D-2AD3-424F-B242-2C1B71836FB9},558937.90935,6244.99144477365
156,S,{9DB55F03-6A90-40D8-AAD6-8526B28598F6},30077.56625,668.627022051964
157,SG,{3F14E223-98F2-4178-9942-4862839BBD84},839746.05885,4422.2108943248
158,SG,{050E7E7C-8C72-44E2-89F6-ECBBF660A818},40142.46295,869.222824380675
159,S,{E9F77433-18E2-4699-A037-2A3371AF5B17},2972168.7664,15790.7618748182
160,S,{A8037311-AE4A-4E9B-8377-C6656F3D974D},1797467.47755,10834.1804485754
161,SG,{CDFB0C88-1B5C-4DE1-97A2-33F71C6C3556},220480.17345,2571.31875189466
162,S,{FBA17FE4-E30D-4ABB-B7CD-F506A56409CF},195909.7838,2323.26705266404
163,S,{DC98D933-B630-4766-A344-8F2ED877DCC6},62101.94195,947.560396016595
165,S,{CAF9551C-14F3-4656-91DF-EBE07251F4B0},163817.91105,1786.69095033467
166,SG,{E6D81408-FC6D-42C1-9943-7FE3AAD80328},937162.5334,5814.37318621959
167,SG,{AD9CC9E7-42CD-4103-8617-0F0975DB4F4A},284527.91825,2221.1911759239
168,S,{25290A67-BB18-4BD9-A1A2-26F913ADCC64},124339.3188,1782.69859836813
169,SG,{6DC441C1-DF5C-48EF-B902-D8A6E62DC99D},414446.9826,3331.05751507117
170,SG,{DE886FD4-6FCC-4DAC-9B89-ACBD1F365BDA},159810.6067,1857.71329292532
171,S,{CDDB6989-5196-4FF8-B5EB-36608F486D06},617134.92485,4851.17960904505
172,S,{DDA870AC-1306-4082-ABAA-2F275A98827F},206642.1541,2717.32958322471
173,SG,{CE69DFB3-86C6-4D78-875E-4990CB78EAF4},211608.054,2420.81152230863
174,S,{20338B24-872D-4476-A5E5-ACA85AA15845},312424.66925,2363.15108595061
175,SG,{F23BA18D-0DA1-4EDC-9D32-16A64B5FD199},616141.9278,5113.49103684554
176,SG,{02F8CB80-44E2-4FEA-9480-6071D4EAF9F6},364556.7016,2781.38897228558
177,SG,{331DAB06-BD49-428A-A189-BB30F6EBA438},122477.2831,1902.70965400058
178,SG,{6ACF45E1-00A9-484A-8052-37896BE0C250},120844.96465,1451.24183213726
179,SG,{8E501D8C-CC87-4FE5-B3C9-805F583F0842},106425.0816,1602.36019598278
180,S,{1D5CCB8F-AD1F-490E-90F8-E7F4DB57AAF5},728106.5825,4405.41701280696
181,S,{4F6289E5-2848-49AD-BEBC-261BFA2D171A},546919.7706,3195.88263681223
182,S,{955DF8BD-81BA-4D95-8DE4-E7EB9C5F7FC7},1793836.93735,9497.6133795974
183,S,{3873E437-4CA2-4ACE-9B25-7D38A98C1802},935806.2869,4619.60152139468
184,S,{12490298-FC0D-4C78-A142-261944D808D3},976664.82095,4029.76905412094
185,S,{D2B7838F-A772-4966-A7DD-4C389E49A86B},73392.68535,1272.53677157189
186,SG,{71F974D4-0833-4C92-BEEA-0A5FB7CFCC05},267372.8279,2187.30251587721
187,S,{9D5CBAC1-39EC-4C23-A434-CBA67F6D9D53},175859.05845,1657.74060355449
188,SG,{CC0033C3-FCE0-4E4F-AD8E-5F62EF682353},140181.0985,1854.52954174454
189,SG,{FC9ACD9C-5D75-43EF-87C0-8B4045B58A06},378211.37205,2814.68192151365
190,S,{CDC8F2C7-A0E9-44A7-AB10-C539D6DB2194},1250195.94685,7026.59558004381
191,SG,{FFE76C20-BC22-48AF-9456-5203672713CE},1598841.82025,5688.42821933046
192,SG,{F7F60CC7-35FA-490B-867B-36C6572B0B41},2437005.9746,7798.03875790886
193,SG,{40BCC841-1A2C-4E5D-B73D-83D615BED6AC},381131.1271,2475.69246091779
194,S,{4ADA3442-03A4-4328-AA7A-FD5E02CD75CC},352347.3332,2802.73383790376
195,SG,{12ACA37B-8175-414A-B8D2-1ACF76A3A89B},234596.338,2057.07587152346
196,S,{D3F2784D-F311-43BF-86EF-396DF889E203},192760.3585,2023.18099504604
197,SG,{69D5D69A-9955-4D73-88BD-47AEDE30C7A5},213378.4148,3738.09609889567
198,S,{8D230DF6-1FE5-4B9C-AFA7-E9A6D17FD2FF},1417905.11515,9409.73567170231
199,SG,{2C2ACC75-E613-4518-986E-2A96A8E29F8A},127150.81675,1899.80745090785
200,SG,{6AD66013-B193-4030-98A5-0DED8FFDFB7B},209492.1258,1895.15041119823
201,SG,{EE0335B4-D681-4739-AD02-EBD846FC306B},292167.68725,2060.57422174934
202,S,{B48205B4-4B63-42D1-A591-79B596610A6D},125848.09175,1838.25145948578
203,SG,{821289D5-D109-4654-87DB-8FA07ABBE7B4},101323.5159,1387.69118915394
204,SG,{965C1E36-E12B-48F2-85BC-93C32EF55A39},1470875.0587,6851.73298799871
205,SG,{55456278-7F32-4790-8B4D-EE01101B4DBE},1148046.2885,4729.43876148844
206,SG,{FE18CA04-DEAD-49A1-8F6B-38A569EA90FB},192105.54275,2042.20690698796
208,S,{38785DB0-47C3-4E82-9202-DDA448DF04A6},633864.4902,4040.71480695121
209,S,{75EE8E69-2993-4C6C-BBE0-98EE47D99B32},676767.9949,6661.16362265282
210,SG,{545EB8AC-4A7A-40A9-B3E5-544027842374},186535.6343,1758.69104462177
211,S,{B62A9684-F91C-49F3-947C-E4E36F0D2C45},57172.4372,880.624357869081
212,SG,{91F56F02-7EB4-4E0F-AB58-3298C3455368},589128.59865,3746.98795338685
213,SG,{A171D488-E340-4EAF-A6C1-C04200609F0D},131954.6592,1507.98431964092
214,SG,{2099CA5B-6852-400D-9F11-8D08B46764D5},60209.68955,942.111560104211
215,SG,{289F9FCC-B37D-4319-8875-D14E4210C07F},534680.3506,4337.10724916817
216,S,{6A528B68-620F-4F3B-B238-C1F0B8162A51},514703.8391,3808.86623686056
217,S,{11C26218-70BB-46CD-8170-54553DFC6A31},85036.1487,1508.03822378563
218,S,{4DC98781-E9D8-4DB9-8E31-DC3720F1C8D6},1160350.80285,7010.86140319486
219,SG,{6731CBBE-A485-4E28-B888-194B48B76A98},472088.6002,4968.05418299829
220,SG,{9CB98F99-1755-448D-934B-68F91A6E8F87},211551.9636,2109.0356783133
221,S,{73C976A2-3D79-46C7-8D80-825256884CB1},375245.77015,3924.80479369114
222,SG,{F1057B3D-F61E-476E-9FF3-EF2CA78B0CF4},2732020.7555,11221.500299867
223,SG,{8D1BD02C-CEB9-4ABF-9932-DC3434759CF5},107435.4841,1499.76217967875
224,SG,{EBF6BA84-6DC7-4C06-B4F7-BEA951BADAC6},388724.1617,2458.39724227433
225,S,{E7D6AD20-4BE9-49F1-A3D9-F6A660833B0F},552013.14525,4652.38205703696
226,SG,{DC76C139-9187-4B99-9F7B-C9DB9A18C681},77165.32435,1235.85125872042
227,S,{5BCC7050-E91E-4D5A-98C5-778151897A34},1418947.05285,5808.36614129089
228,SG,{35695E7E-B2F1-4705-87F9-6819FE8BDB36},61433.7313,1033.18631022074
229,S,{320D0860-496F-470B-8548-E26CD9D8B0B3},203450.40005,1984.28121075056
230,SG,{DDAFE4CC-616A-454C-A01C-6924BBDD1180},237714.17185,1981.23480573941
231,SG,{0885A52D-DFB6-46C7-B216-1860F5EE4BFD},2106390.5356,9265.84353123688
232,SG,{2014BB55-5DDD-42C0-A225-4C49F68F88AD},328686.4536,4634.21610766488
233,SG,{E95D428D-C389-46BE-AD8C-CB02EFEA9991},50525.10615,1051.86897295303
234,SG,{D5968B90-0FC1-4688-B9ED-B2EB6799622C},2750197.31665,11581.7825098357
235,S,{D241C549-1DE2-4AEA-A343-3FF92376C55F},143486.9504,1699.37563764686
236,SG,{77FA8963-3664-4C35-82CE-514172D5B391},1108895.54755,6817.21841303763
237,SG,{94828BC1-8F37-4CAA-86D0-D6D432374837},1254189.4577,8176.81234114325
238,SG,{28FB4968-17FE-4840-ABFB-68181531A8F2},708277.362,4129.29136912057
239,SG,{D9D4B735-C5F6-42DC-B69D-B35AADC115DA},1064245.6735,7973.16258730119
240,S,{FB020B11-DB5F-42C3-8A5A-21ECF582BBDB},136059.06885,1549.49652726498
241,S,{9F23FF37-942F-46C8-AEBA-30D3FF77132B},696351.6315,3804.45050460343
242,SG,{3D71E092-3893-419C-9DC8-A092550A202E},89027.2401,1290.52181657385
243,S,{5372E840-3652-43AB-B102-2BA79656DB29},971676.37475,11978.086910415
244,S,{C10E3490-E3A9-4B42-88DA-8FA1CF235BD9},554344.09955,6937.78147410878
245,SG,{38B493D6-F1DE-4675-902D-CC20F7D6E742},1534556.2288,8994.12260671402
246,SG,{296341E9-6606-4F94-82C5-FFC9A466C8C0},321039.9528,2721.28721912954
247,SG,{7F091619-F300-4BC4-8532-3B9A5DEC4967},688251.4419,5182.00994068845
248,SG,{E3B7163E-28FC-44F9-8279-12C622DDC013},224965.9058,1923.32543354076
249,SG,{E364C210-2595-40EE-BBFD-4E7B0F6F6A8C},88295.5333,1361.53223489833
250,SG,{6EB9A575-96FE-413D-890C-E3BC012E4A0D},262762.9161,2438.40052753018
251,SG,{9DFC8517-5E16-4899-9B19-997F3E9CF2B2},1632958.72125,9274.27691814378
252,SG,{47F1AD31-4E37-4DC2-BE7B-31325B98A5A3},2101561.92175,9079.43716837573
253,S,{E7B9D03D-B539-4446-A136-62DFBF104567},2067070.64945,10811.8965987036
254,S,{C377EB56-B32B-4142-9570-64BE5704AECC},490552.57325,2728.78077563536
255,S,{9F649F45-C6B6-42D7-BA6F-BDE18BCA5F7E},543298.66435,5485.71706831221
256,S,{5D11CA84-9A90-4052-AA25-65705194BA1A},496817.20015,3185.16757046441
257,S,{BBF7B774-0BDA-4B60-9E24-1FA438637319},3222882.5604,15538.6659409679
258,SG,{F3EB91BC-0686-441D-AF83-7E04E9295BBC},68349.07565,1248.94600839886
259,SG,{7857816D-17C9-4705-9D77-4AE48A1FC26E},184956.48625,1863.12323464863
260,SG,{B024531E-1775-4D7B-B69A-42605321C224},4606640.2341,17236.1335672633
261,S,{221A3D11-3E65-45A1-9E1D-C6C795B7D24F},162071.365,1723.98076999241
262,SG,{D39E0ACE-4C1D-42FA-A419-506E7B896564},129931.7472,1489.82700844947
263,SG,{BF547493-0407-4A05-BAC3-48E296F3C917},198058.96045,2176.61203443006
264,SG,{A97652EA-B1F2-499C-8EC6-CC03D1D6EF30},153751.2874,1519.56484857247
265,SG,{BF00AFBC-314B-4C16-B5E5-93D0E39E7D9D},6468557.7635,34859.4992071982
266,S,{656911D8-EA29-4AAF-B11E-7757BE51939D},950126.63225,5391.3052807569
267,SG,{89458C08-C379-41EE-A072-39182FD61B06},723937.94995,3602.61641876414
268,S,{9AE29AFA-ADB1-4C80-B6CC-C83734E0B1B7},319842.2054,2939.58661894442
269,SG,{475A476F-7792-480B-B475-67EEA040956E},499655.52145,3494.27981250206
271,SG,{E806E2B9-4EBB-4302-9F0F-193670E243FA},570374.393,3314.92855681306
272,S,{8C565609-4CBF-49DD-A5E5-A00E4DBCD3F9},676230.539,4643.32163141712
273,SG,{E064B102-A700-42B3-9CCE-9B6C6BF297BA},1078909.39675,6148.59901729266
274,SG,{D385EA58-FD79-4134-A071-EFFB9F31A6DA},55703.87955,1114.70344388103
276,S,{3B188C65-D4BA-420B-9073-49B3F506C7C1},108474.0851,1318.98587922004
277,SG,{07394C84-8C7A-4992-8327-F845603AEA73},284668.11915,2297.40547618167
278,S,{171E3DDC-C933-47F7-BCBB-336ED55EA2F8},445550.83205,2837.04962812672
279,SG,{4BA89EF9-E3CE-4177-868E-94D40FDEE151},503259.0112,2659.67757926466
280,S,{4D78AD56-CA82-4D1F-A34B-A7CCCFCD0B1B},163662.60945,1924.63912645897
281,SG,{592FA977-24C4-4E89-9443-34DADC2DC080},190626.40335,1872.84920548114
282,S,{A74F68C4-5BF3-4B07-8BBA-7DF61CD3E03A},508302.27495,5039.14860806488
283,SG,{341F58A9-5F93-4E83-84A6-A741C303F5E4},152558.4826,1722.1943631551
284,S,{E440544C-F3D7-4889-9009-1D09E629729D},1487927.4751,6269.8503168077
285,S,{3C8008AD-2E63-4A39-8946-681C9C3071E4},1448761.7402,5095.25079441256
286,SG,{EDCB5D18-0B78-4F39-B08F-2C7091AA2574},302789.70345,2990.53863822486
287,SG,{46E5407E-CA3F-4C2D-95CE-731FD4E08919},40603.528,973.289107747026
288,SG,{5D3B1E0D-642D-4323-90C2-AE98B1F40A41},533184.78235,5923.59120920207
289,S,{39B0901B-E65B-4BB4-AADD-813F13697A09},117296.55,1530.04347572476
290,S,{E5CF28FA-DDDC-4ACA-9B8B-8DBF24544121},845596.31745,3573.50765527244
291,S,{A4BD77A8-265E-4ED2-B9D2-0D22AA3D15EE},507767.2972,3399.14772860268
292,S,{B3CA6214-A0AB-47E8-BAA9-D622202C243C},257879.35905,2117.35757473941
293,SG,{39D40B93-5A11-44F5-86B1-E84893F0C3B9},1185648.79495,9281.68282018598
294,S,{250C9212-EFD0-4789-8FF7-ED050F598A45},221628.96575,2056.05762640606
295,SG,{00DBA3BB-7848-4D7D-8BB2-5EB3784F734A},1350578.76745,6244.07773747656
296,SG,{D54C5F21-3985-4336-8765-A90C53288579},147595.56785,1944.79589592399
297,SG,{B4DD4287-1A54-46FB-B122-7795383F1A3C},31558.36755,741.371143345219
298,SG,{FBE07986-AB64-42DF-A9BA-84FE5EC3916A},133630.69305,1358.13188367865
299,SG,{1B829C9D-8319-4909-A611-E9E0E573C54B},168510.9514,1934.78322403601
300,SG,{FC74A0AB-0BFA-416A-8F8E-A28BD78C0998},1469738.10045,9389.0783288415
301,S,{0E077FB5-BFF7-4AF5-B87C-5EBF247505B7},757114.04585,5976.93229907312
302,SG,{7A58DF10-9690-48FB-AE26-B17273B49530},82393.59325,1195.76135339506
303,SG,{B5F742B0-00BD-4B63-9CD9-B1D4CB476DCC},334807.63745,2865.88200097936
304,SG,{05B2489B-E7C9-4ECC-B844-1CCF7997399C},150041.73475,1579.99026690133
305,SG,{792A100E-6409-46EE-9085-77EEAD3322E9},405971.1099,2503.39884103314
306,S,{7F6F0B62-98E5-48B0-ABCE-1A73538F0685},89441.36785,1496.3194820302
307,SG,{3A47CF01-6A1D-4CA8-8A30-A28EF5FBB839},6574542.192,24959.7228622174
309,SG,{0402522B-A528-4C6C-BD89-15A170FB8355},160807.9229,1740.51508848801
311,SG,{D95CEF1D-7401-480C-A517-7F286D2B005E},70961.43185,978.937522701788
312,SG,{B19DEC1A-3598-463E-A535-B27A6CE24F60},66660.53305,979.575136792911
